mention_a_id	mention_b_id	mention_a	mention_b	sim
51951_201706-246732-01	41521_200209-140491-02	Victims of National Socialism	other victims of our colonial past	0.48188192
51951_201706-246732-01	21112_200706-65524-02	Victims of National Socialism	Socialists	0.60813385
51951_201706-246732-01	61620_198011-408792-02	Victims of National Socialism	people who suffer from faulty economic and social policies	0.5277906
51951_201706-246732-01	51320_199204-226523-02	Victims of National Socialism	Victims of the SED dictatorship	0.5548483
51951_201706-246732-01	64110_201409-354445-02	Victims of National Socialism	the Venezuelan people	0.5115764
51110_201505-239039-01	13720_201109-193573-02	victims of wars, environmental catastrophes, famine or persecution	those who died in the cause of freedom	0.5424761
51110_201505-239039-01	35120_201910-375440-02	victims of wars, environmental catastrophes, famine or persecution	Those who cause environmental damage	0.4929304
51110_201505-239039-01	42110_200610-12884-02	victims of wars, environmental catastrophes, famine or persecution	the environment	0.45295
51110_201505-239039-01	92436_201510-366715-03	victims of wars, environmental catastrophes, famine or persecution	the people whose lives are affected by crime	0.4602655
51110_201505-239039-01	61320_202011-434850-02	victims of wars, environmental catastrophes, famine or persecution	Humanitarian	0.469671
51110_201505-239039-01	41521_200209-140491-02	victims of wars, environmental catastrophes, famine or persecution	other victims of our colonial past	0.53197753
51110_201505-239039-01	14820_201104-201517-02	victims of wars, environmental catastrophes, famine or persecution	People who become ill as a result of environmental pollution	0.4840116
51110_201505-239039-01	92436_201910-370037-02	victims of wars, environmental catastrophes, famine or persecution	people with scarce resources	0.4749192
51110_201505-239039-01	62110_200810-95620-03	victims of wars, environmental catastrophes, famine or persecution	hungry people in the world	0.46089798
51110_201505-239039-01	51320_200106-231336-01	victims of wars, environmental catastrophes, famine or persecution	those who have borne the burden of fighting a difficult and unpopular war	0.45418033
51110_201505-239039-01	86421_199805-256532-01	victims of wars, environmental catastrophes, famine or persecution	those who have sacrificed so much	0.46072704
51110_201505-239039-01	51951_201706-246732-01	victims of wars, environmental catastrophes, famine or persecution	Victims of National Socialism	0.48133165
31110_201206-217441-02	12951_199309-332244-02	the Vietnamese	the Cuban people	0.48847908
31110_201206-217441-02	51320_197006-219052-03	the Vietnamese	the Armenian people	0.47262514
31110_201206-217441-02	43810_200710-103762-02	the Vietnamese	the Estonians	0.5290929
31110_201206-217441-02	21112_201006-77631-03	the Vietnamese	the people of Burma	0.5405149
31110_201206-217441-02	21111_199111-32159-02	the Vietnamese	the Chinese people	0.50911194
31110_201206-217441-02	21112_201405-82862-02	the Vietnamese	The Iranian people	0.45834494
31110_201206-217441-02	97330_200809-386385-01	the Vietnamese	the Japanese	0.5926993
31110_201206-217441-02	41953_202109-180539-02	the Vietnamese	the North Korean people	0.47153863
31110_201206-217441-02	51320_200106-231253-02	the Vietnamese	Lebanese	0.46508336
31110_201206-217441-02	41113_200909-145416-02	the Vietnamese	Portuguese people	0.46155208
31110_201206-217441-02	42710_200610-13633-02	the Vietnamese	the Bosnian Serbs	0.46739072
42420_200211-10884-01	97710_201112-388802-01	Vietnamese refugees	detainees	0.5294589
42420_200211-10884-01	51320_197006-219052-03	Vietnamese refugees	the Armenian people	0.4542625
42420_200211-10884-01	21112_201006-77631-03	Vietnamese refugees	the people of Burma	0.51989055
42420_200211-10884-01	42110_201710-18324-02	Vietnamese refugees	Cuban and Haitian refugees	0.6367296
42420_200211-10884-01	51320_201005-235800-01	Vietnamese refugees	marriage migrants	0.46264774
42420_200211-10884-01	51951_201505-242866-02	Vietnamese refugees	Refugees from Yugoslavia	0.58061945
42420_200211-10884-01	14110_200703-198867-04	Vietnamese refugees	Refugees recognized by UNHCR	0.5444505
42420_200211-10884-01	41521_201309-162021-02	Vietnamese refugees	those who for various reasons have had to leave their homeland	0.48452157
42420_200211-10884-01	31110_201206-217441-02	Vietnamese refugees	the Vietnamese	0.770756
51110_201505-239040-01	51110_201912-248390-02	walk	Pedestrians	0.4592142
51320_199705-228678-01	92436_201910-369734-01	We all	ALL	0.55416715
51320_199705-228678-01	97330_201407-388991-02	We all	ALL OF US	0.74322116
51320_199705-228678-01	22722_200611-322729-03	We all	almost everyone	0.4694593
51320_199705-228678-01	82110_201005-115178-02	We all	anyone	0.45888245
51320_199705-228678-01	92436_200509-360952-02	We all	anyone else	0.46980703
51320_199705-228678-01	32110_199403-281817-03	We all	Many of us	0.5603825
61620_198011-409612-01	42420_201710-19520-01	widowed mothers	housewife	0.46721914
61620_198011-409612-01	171101_200306-303405-02	widowed mothers	midwife	0.47991556
61620_198011-409612-01	51620_200106-232799-03	widowed mothers	mothers over 60 years old without their own pension	0.57234275
61620_198011-409612-01	41113_201309-152664-02	widowed mothers	Familial	0.45534635
61620_198011-409612-01	12951_200509-338583-03	widowed mothers	widow	0.63008183
61620_198011-409612-01	51320_199204-226610-02	widowed mothers	military families	0.47299057
61620_198011-409612-01	14820_201904-205438-03	widowed mothers	spouses over 24 years of age	0.47936317
64110_201709-358207-01	31720_200706-215921-01	Witnesses	the delegations	0.4793091
64110_201709-358207-01	41113_201309-154599-02	Witnesses	Churches	0.45832646
64110_201709-358207-01	41113_201709-165664-02	Witnesses	Claimants	0.4631139
64110_201709-358207-01	41320_202109-176167-02	Witnesses	the glass citizens	0.45434475
64110_201709-358207-01	41113_202109-173245-03	Witnesses	hidden investigators	0.45845956
64110_201709-358207-01	23113_200406-298799-02	Witnesses	the auditors	0.45883667
64110_201709-358207-01	41113_200209-137449-02	Witnesses	Justice	0.47100803
64110_201709-358207-01	21111_199111-31049-02	Witnesses	advocates	0.4852453
64110_201709-358207-01	51320_200106-232024-03	Witnesses	the signatories	0.46005595
51620_199204-227631-02	171101_201506-308944-02	Witnesses in cases of serious drug and organized crime	the Crime Fighters	0.4896786
51620_199204-227631-02	64110_201709-358207-01	Witnesses in cases of serious drug and organized crime	Witnesses	0.64927554
43810_201510-106282-01	51620_200106-232799-03	Women In Retirement	mothers over 60 years old without their own pension	0.5826782
43810_201510-106282-01	23112_198906-292869-04	Women In Retirement	WOMEN IN AUSTRALIA	0.4706525
43810_201510-106282-01	92436_201510-367389-03	Women In Retirement	white women	0.45821178
43810_201510-106282-01	41320_201709-166852-02	Women In Retirement	women in the East and the West	0.46496052
43810_201510-106282-01	51320_201912-249184-02	Women In Retirement	pensioner couples	0.49324048
43810_201510-106282-01	41521_202109-178225-02	Women In Retirement	The female population	0.46451443
64110_201409-355607-01	21112_200706-64508-02	affected women	the woman	0.48553786
64110_201409-355607-01	23112_198906-292869-04	affected women	WOMEN IN AUSTRALIA	0.47762215
64110_201409-355607-01	92436_201510-367389-03	affected women	white women	0.5152877
64110_201409-355607-01	41320_201709-166852-02	affected women	women in the East and the West	0.46974933
64110_201409-355607-01	41521_202109-178225-02	affected women	The female population	0.50967777
64110_201409-355607-01	21111_199111-31053-03	affected women	Those affected	0.5315571
51320_201505-240574-01	171101_200306-303405-02	breastfeeding mothers	midwife	0.4817558
51320_201505-240574-01	61620_198011-409612-01	breastfeeding mothers	widowed mothers	0.5151956
51320_201706-244393-01	21112_200706-64508-02	green women	the woman	0.45521438
51320_201706-244393-01	23112_198906-292869-04	green women	WOMEN IN AUSTRALIA	0.5261661
51320_201706-244393-01	21914_199505-38125-03	green women	black men	0.4926277
51320_201706-244393-01	92436_201510-367389-03	green women	white women	0.691264
51320_201706-244393-01	41113_201309-154789-02	green women	people of color	0.5286737
51320_201706-244393-01	41320_201709-166852-02	green women	women in the East and the West	0.56766385
51320_201706-244393-01	92436_201510-368345-02	green women	Greens	0.5876952
51320_201706-244393-01	41113_201709-165637-02	green women	green liberals	0.6564332
51320_201706-244393-01	14820_201104-200737-02	green women	Those who vote for GREEN	0.5218328
51320_201706-244393-01	41521_202109-178225-02	green women	The female population	0.46215746
51320_201706-244393-01	64110_201409-355607-01	green women	affected women	0.47604573
51320_201505-240260-01	21112_199906-45526-02	Women who have abortions	pregnant workers	0.48399678
51320_201505-240260-01	86421_199805-258585-05	Women who have abortions	pregnant women in a crisis situation	0.48630792
51320_201505-240260-01	64110_201409-355607-01	Women who have abortions	affected women	0.47677112
51320_200106-231928-01	64110_201409-356406-01	Workers on zero-hours contracts	striking workers	0.4696098
51320_200106-231928-01	64110_201409-354086-02	Workers on zero-hours contracts	any worker who chooses the 3/4-hour	0.5066375
51320_200106-231928-01	42420_201710-19583-04	Workers on zero-hours contracts	forced workers	0.4703192
51320_200106-231928-01	61620_198411-412272-02	Workers on zero-hours contracts	essential workers	0.486255
51320_200106-231928-01	92436_201510-368360-02	Workers on zero-hours contracts	employees in flexible and new contracts	0.5636908
42420_200211-11239-01	22722_200611-322724-01	young and older drivers	third-age people	0.4662514
42420_200211-11239-01	171101_200306-303069-02	young and older drivers	people of advanced age	0.46440136
42420_200211-11239-01	61320_200811-427181-02	young and older drivers	Motorists	0.4994483
42420_200211-11239-01	41521_201309-161106-02	young and older drivers	the drivers	0.6306436
42420_200211-11239-01	21112_201405-83049-02	young and older drivers	Professional drivers	0.6816715
21112_199505-36949-01	41320_202109-176555-02	Young people who come into contact with justice	those who do not have the right to protection	0.476093
21112_199505-36949-01	92436_201510-366715-03	Young people who come into contact with justice	the people whose lives are affected by crime	0.50766146
21112_199505-36949-01	41320_201709-166822-02	Young people who come into contact with justice	people who live in homes where relationships of interfamily violence are given	0.4712429
21112_199505-36949-01	21111_200706-59100-02	Young people who come into contact with justice	Islamic youth	0.45436612
21112_199505-36949-01	41113_200209-137449-02	Young people who come into contact with justice	Justice	0.58999
21112_199505-36949-01	41111_198701-123776-03	Young people who come into contact with justice	Justice politicians	0.5557078
21112_199505-36949-01	43810_200710-102765-02	Young people who come into contact with justice	recidivists	0.49742424
21112_199505-36949-01	41521_201309-160275-02	Young people who come into contact with justice	The generation in crime	0.45237467
21112_199505-36949-01	64110_201409-354507-01	Young people who come into contact with justice	those who offend while on bail	0.45790824
21112_199505-36949-01	51620_199204-227631-02	Young people who come into contact with justice	Witnesses in cases of serious drug and organized crime	0.46000993
51620_201505-241134-01	42110_201710-18145-02	the judge of youth	European judges	0.5010984
51620_201505-241134-01	21111_200706-59100-02	the judge of youth	Islamic youth	0.4781641
51620_201505-241134-01	41113_200209-137449-02	the judge of youth	Justice	0.47712797
51620_201505-241134-01	42110_201909-20766-03	the judge of youth	the presidents of courts	0.4566815
51620_201505-241134-01	21112_199505-36949-01	the judge of youth	Young people who come into contact with justice	0.6297833
51620_201505-241135-02	22110_200205-316552-01	Youth representatives	representatives of non-governmental organizations	0.5356245
51620_201505-241135-02	61620_197211-403098-02	Youth representatives	Latvian youth	0.5195887
51620_201505-241135-02	61620_201611-432529-02	Youth representatives	members of the National Assembly	0.46188834
51620_201505-241135-02	62110_200810-96923-02	Youth representatives	the members of the coalition	0.46789756
51620_201505-241135-02	21111_200706-59100-02	Youth representatives	Islamic youth	0.5503317
